id,endpoint_id,provider,display_name,description,category,status,thumbnail_url,model_url,supported_duration_range,ai_model_price_list,created_at,updated_at
2dcdb010-eb59-4cc2-b663-78b50442e62f,xai/grok-imagine-video/image-to-video,fal.ai,Grok Imagine Video,"Generate videos from images with audio using xAI's Grok Imagine Video model. ",image-to-video,active,,https://fal.run/xai/grok-imagine-video/image-to-video,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.07}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
3064efc2-ad42-4289-b6fd-557fbc1b3e55,fal-ai/nano-banana-pro/edit,fal.ai,Nano Banana Pro,Nano Banana Pro is Google's new state-of-the-art image generation and editing model,image-to-image,active,https://v3b.fal.media/files/b/0a86920c/NHZJWHJsy3Sve0Kroa6hV_8767c85d62f6486495d2d4978c1b1de3.jpg,https://fal.run/fal-ai/nano-banana-pro/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.15},{""unit"":""image_1080p"",""price_per_unit"":0.15}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
326a9a71-26a9-4142-8371-5467f316bcd6,fal-ai/bytedance/seedance/v1.5/pro/image-to-video,fal.ai,Seedance 1.5 Pro,"Generate videos with audio with Seedance 1.5 (supports start & end frame) ",image-to-video,active,,https://fal.run/fal-ai/bytedance/seedance/v1.5/pro/image-to-video,"[4,5,6,7,8,9,10,11,12]","[{""unit"":""video_720p"",""price_per_unit"":0.02592},{""unit"":""video_1080p"",""price_per_unit"":0.05832}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
36eb955e-c30f-4824-a1c0-88b302731ad9,imagineart/imagineart-2.0-preview/text-to-image,fal.ai,Imagineart 2.0 Preview,"ImagineArt 2.0 is ImagineArt's latest state-of-the-art visual reasoning text-to-image model, generating high-fidelity, professional-grade visuals with lifelike realism, cinematic effects, and strong aesthetic quality.",text-to-image,active,https://v3b.fal.media/files/b/0a9619d4/8isHEzPc3fcKe_uRplQCZ_0270eeb6dceb461c97fe89581ef257f7.jpg,https://fal.run/imagineart/imagineart-2.0-preview/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.03},{""unit"":""image_1080p"",""price_per_unit"":0.05}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
385d2383-cf3e-4266-a36c-863928a8e263,fal-ai/hidream-o1-image/dev/edit,fal.ai,Hidream O1 Image Dev,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",image-to-image,active,https://v3b.fal.media/files/b/0a999225/QmwooLH3hpHa3255JhRoC_d6e5053b73d44e4a9b4593a043360e66.jpg,https://fal.run/fal-ai/hidream-o1-image/dev/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.0046},{""unit"":""image_1080p"",""price_per_unit"":0.01035}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
3a048d1e-fa8e-4e84-b7f2-ffd957a58dd1,alibaba/happy-horse/image-to-video,fal.ai,Happy Horse 1.0,Alibaba's #1-ranked Happy Horse 1.0  generate 1080p video with synchronized native audio and multilingual lip-sync from text prompts or images.,image-to-video,active,,https://fal.run/alibaba/happy-horse/image-to-video,"[3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.14},{""unit"":""video_1080p"",""price_per_unit"":0.28}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
3af54599-2177-4758-8f08-b635739d317f,ideogram/v4,fal.ai,Ideogram V4,"Generate high-quality images, posters, and logos with Ideogram's latest V4.0q — producing crisp visuals with accurate text rendering, fine detail, and full creative control for polished, ready-to-use designs.",text-to-image,active,https://v3b.fal.media/files/b/0a9cb567/UOWMMlOcuBA-NRLAWnP2G_8e662a91cf494675a0f6a83852cdb6e1.jpg,https://fal.run/ideogram/v4,[],"[{""unit"":""image_720p"",""price_per_unit"":0.023},{""unit"":""image_1080p"",""price_per_unit"":0.05175}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
3ced33e0-3c3a-4f9e-b0f5-c3a20658d4ad,fal-ai/nano-banana-pro,fal.ai,Nano Banana Pro,Nano Banana Pro is Google's new state-of-the-art image generation and editing model,text-to-image,active,https://v3b.fal.media/files/b/0a8691ce/SR0_u1zPJbx8jCIO6bJR0_8c83f0d66bbd48f3b55f825117941f84.jpg,https://fal.run/fal-ai/nano-banana-pro,[],"[{""unit"":""image_720p"",""price_per_unit"":0.15},{""unit"":""image_1080p"",""price_per_unit"":0.15}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
3d492aa7-828a-4eef-a034-47f3ed689c61,bytedance/seedance-2.0/image-to-video,fal.ai,Seedance 2.0,"ByteDance's most advanced image-to-video model. Animate still images into cinematic video with synchronized audio, start and end frame control, and motion prompts.",image-to-video,active,,https://fal.run/bytedance/seedance-2.0/image-to-video,"[4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.3024},{""unit"":""video_1080p"",""price_per_unit"":0.6804}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
41a06d2a-db22-41e1-b4b7-80ec19f8174b,fal-ai/hidream-o1-image,fal.ai,Hidream O1 Image,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",text-to-image,active,https://v3b.fal.media/files/b/0a999217/79hRTD17Is8llel4R5GvK_fb7bcffb53ea405198c7978f9886a668.jpg,https://fal.run/fal-ai/hidream-o1-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.0092},{""unit"":""image_1080p"",""price_per_unit"":0.0207}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
41bb214e-fab4-4807-a9f0-8daef6bc1c51,fal-ai/ltx-video-13b-dev/image-to-video,fal.ai,LTX Video-0.9.7 13B,Generate videos from prompts and images using LTX Video-0.9.7 13B and custom LoRA,image-to-video,active,,https://fal.run/fal-ai/ltx-video-13b-dev/image-to-video,"[2,3,4,5,6,7,8,9,10]","[{""unit"":""video_720p"",""price_per_unit"":0.2}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
4707fa10-ad80-4c2e-834a-541afd6cd071,xai/grok-imagine-image/quality/text-to-image,fal.ai,Grok Imagine Pro,Grok Imagine Pro is an advanced AI model from xAI that creates high-quality visuals from text prompts and allows you to edit or analyze existing images.,text-to-image,active,https://v3b.fal.media/files/b/0a959ac2/BbRJ1XroSH1gwHzPYc_t8_8ba16f7ab525499aaa149fba1039b4a4.jpg,https://fal.run/xai/grok-imagine-image/quality/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.05},{""unit"":""image_1080p"",""price_per_unit"":0.07}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
4b84aad1-c810-44b7-8bc9-60952ceb74fb,fal-ai/qwen-image-2/text-to-image,fal.ai,Qwen Image 2,Qwen-Image-2.0 is a next-generation foundational unified generation-and-editing model,text-to-image,active,https://v3b.fal.media/files/b/0a90b317/m9a3NQEWM3KLDsoytKr9C_39eb7747f7cb475089d31bfee934a120.jpg,https://fal.run/fal-ai/qwen-image-2/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.035},{""unit"":""image_1080p"",""price_per_unit"":0.035}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
546c4622-0bdb-47b1-bf45-a649c4adaa8c,fal-ai/kling-image/o3/text-to-image,fal.ai,Kling Omni 3,Kling Omni 3: Top-tier text-to-image with flawless consistency.,text-to-image,active,https://v3b.fal.media/files/b/0a8cfcbc/DK-poq8omK9dUDtf0KCbr_41eb518e86be4c40ac1864a4a4fba2be.jpg,https://fal.run/fal-ai/kling-image/o3/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.028},{""unit"":""image_1080p"",""price_per_unit"":0.028}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
57df73cc-8b48-41d8-a080-5fb4b244299e,xai/grok-imagine-image/quality/edit,fal.ai,Grok Imagine Pro,Grok Imagine Pro is an advanced AI model from xAI that creates high-quality visuals from text prompts and allows you to edit or analyze existing images.,image-to-image,active,https://v3b.fal.media/files/b/0a959abd/vUggNVIfKJsfVCUQhcI7s_ea5f9f2ac49147d49270324989db60e4.jpg,https://fal.run/xai/grok-imagine-image/quality/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.05},{""unit"":""image_1080p"",""price_per_unit"":0.07},{""unit"":""input_image"",""price_per_unit"":0.01}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
5a3e23c3-a9fb-475e-b926-0e6ff249bfee,imagineart/imagineart-2.0-edit-preview/image-to-image,fal.ai,Imagineart 2.0 Preview,"ImagineArt 2.0 Edit delivers precise prompt-guided image editing at 2K resolution, preserving fine detail and realism while accurately applying targeted changes across one or more reference images.",image-to-image,active,https://v3b.fal.media/files/b/0a9ad814/PsE01Pyi5i4PgVaJ7qytu_4e417585f9e74974afdf1362d3ec7443.jpg,https://fal.run/imagineart/imagineart-2.0-edit-preview/image-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.05},{""unit"":""image_1080p"",""price_per_unit"":0.05},{""unit"":""input_image_above_1"",""price_per_unit"":0.007}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
5b0eb85d-8c46-4c4f-9a74-d477e3fb2a9d,xai/grok-imagine-video/v1.5/image-to-video,fal.ai,Grok Imagine Video 1.5,Generate videos from images with audio using xAI's Grok Imagine 1.5 Video model.,image-to-video,active,https://v3b.fal.media/files/b/0a9c2fbd/9sTsrztjz1KsxHWj1ONNM_b6a22e5d6ce2424aadbf4c3a7cf5f73a.jpg,https://fal.run/xai/grok-imagine-video/v1.5/image-to-video,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.14}]",2026-07-12 15:38:06.355626+00,2026-07-12 15:38:06.355626+00
5c094112-82c3-4dee-998f-7f8438ab30c8,fal-ai/kling-image/v3/text-to-image,fal.ai,Kling V3,Kling V3: Latest Kling Image model,text-to-image,active,https://v3b.fal.media/files/b/0a8cfd08/Ji4e0i6Afbeql3Wr5UTz6_ab60b14661424612bf19059e97e996a5.jpg,https://fal.run/fal-ai/kling-image/v3/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.028},{""unit"":""image_1080p"",""price_per_unit"":0.028}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
610f2bd3-97f2-4586-8043-d4b37de483b9,fal-ai/wan/v2.7/text-to-image,fal.ai,Wan 2.7,Generate high-quality images from text prompts using the WAN 2.7 model with advanced prompt understanding and detailed output.,text-to-image,active,https://v3b.fal.media/files/b/0a948152/0UucVYSOBXiyibwSyN3HT_38400743f04344a5b25b1cd9b551a625.jpg,https://fal.run/fal-ai/wan/v2.7/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.03},{""unit"":""image_1080p"",""price_per_unit"":0.03}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
65d98f8e-aaae-4be8-be0f-a28f6a44827d,fal-ai/ltxv-13b-098-distilled/image-to-video,fal.ai,LTX-Video 13B 0.9.8 Distilled,Generate long videos from prompts and images using LTX Video-0.9.8 13B Distilled and custom LoRA,image-to-video,active,,https://fal.run/fal-ai/ltxv-13b-098-distilled/image-to-video,"[2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]","[{""unit"":""video_720p"",""price_per_unit"":0.04}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
674334dd-ce52-46cf-a381-7745a307257c,bytedance/seedance-2.0/fast/image-to-video,fal.ai,Seedance 2.0 Fast,"ByteDance's most advanced image-to-video model, fast tier. Lower latency and cost with synchronized audio, start and end frame control, and motion prompts.",image-to-video,active,,https://fal.run/bytedance/seedance-2.0/fast/image-to-video,"[4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.2419}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
69bde390-e911-4ccb-935a-b466035f5883,fal-ai/vidu/q2/image-to-video/turbo,fal.ai,Vidu Q2 Turbo,Use the latest Vidu Q2 models which much more better quality and control on your videos.,image-to-video,active,,https://fal.run/fal-ai/vidu/q2/image-to-video/turbo,"[2,3,4,5,6,7,8]","[{""unit"":""video_720p"",""price_per_unit"":0.05},{""unit"":""video_1080p"",""price_per_unit"":0.15}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
6a6fe0d1-0da5-4be4-b6cd-9e324ab5bcd7,fal-ai/ltx-2.3-quality/image-to-video,fal.ai,Ltx 2.3 Quality,Generate high-quality video with audio from images using LTX-2.3,image-to-video,active,https://v3b.fal.media/files/b/0a9c9802/Lr5CPJbKI-NAWD3pktc1N_pI2mH3QO.png,https://fal.run/fal-ai/ltx-2.3-quality/image-to-video,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]","[{""unit"":""video_720p"",""price_per_unit"":0.054},{""unit"":""video_1080p"",""price_per_unit"":0.122},{""unit"":""video_2160p"",""price_per_unit"":0.486}]",2026-07-12 15:38:06.355626+00,2026-07-12 15:38:06.355626+00
75938bbe-c6fe-473e-85a8-d89094378c1e,fal-ai/kling-video/v3/turbo/standard/image-to-video,fal.ai,Kling Video V3 Standard Turbo,"Kling 3.0 Turbo Standard animates a first and last frame reference image into 720P video with native audio, delivering quick, affordable image-driven motion for fast turnaround",image-to-video,active,https://v3b.fal.media/files/b/0a9e8d71/TxBCnKdpvigMDNbGcyta-_75938bbec6fe473e85a8d89094378c1e.jpg,https://fal.run/fal-ai/kling-video/v3/turbo/standard/image-to-video,"[3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.112}]",2026-07-12 15:38:06.355626+00,2026-07-12 15:38:06.355626+00
7635af9b-8d14-4a67-965c-f844ada29fab,fal-ai/wan/v2.7/pro/text-to-image,fal.ai,Wan 2.7 Pro,Generate premium-quality images from text prompts using the enhanced WAN 2.7 Pro model with superior detail and composition.,text-to-image,active,https://v3b.fal.media/files/b/0a94814a/vKQfFX-pXcXv4MDvgtybu_d79aaa7e8534459281ac0bb474872f4b.jpg,https://fal.run/fal-ai/wan/v2.7/pro/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.075},{""unit"":""image_1080p"",""price_per_unit"":0.075}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
79a506ac-eced-4643-b017-c8a2bb0f028b,fal-ai/nano-banana-2/edit,fal.ai,Nano Banana 2,Nano Banana 2 is Google's new state-of-the-art image generation and editing model\n,image-to-image,active,https://v3b.fal.media/files/b/0a900b75/DHb_RgXoXsYLdvzQz6mdn_95e87a44239c43448939b4c382dd957c.jpg,https://fal.run/fal-ai/nano-banana-2/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.135},{""unit"":""image_1080p"",""price_per_unit"":0.135}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
8189aac6-fe6d-44ee-ad72-9e74f0cdea4d,fal-ai/ltx-video-13b-distilled/image-to-video,fal.ai,LTX Video-0.9.7 13B Distilled,Generate videos from prompts and images using LTX Video-0.9.7 13B Distilled and custom LoRA,image-to-video,active,,https://fal.run/fal-ai/ltx-video-13b-distilled/image-to-video,"[2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60]","[{""unit"":""video_720p"",""price_per_unit"":0.08}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
870348c9-eb4f-406e-9d7c-ded16eae1b58,fal-ai/qwen-image-max/text-to-image,fal.ai,Qwen Image Max,Text-to-Image endpoint for Qwen-Image-Max. Qwen Image Max improves upon the Qwen Image Plus series by enhancing the realism and naturalness of images.,text-to-image,active,https://v3b.fal.media/files/b/0a8c1c98/tClMYMPB6OkHzUHKQC6qf_65124fde152b47c9ab2db7bdf95340a0.jpg,https://fal.run/fal-ai/qwen-image-max/text-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.075},{""unit"":""image_1080p"",""price_per_unit"":0.075}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
87cb5d17-4488-435c-a51d-39a2e2b25fcf,fal-ai/boogu-image/edit,fal.ai,Boogu Image,Image Editing using Boogu-Image,image-to-image,active,https://v3b.fal.media/files/b/0a9eb89f/j82hUH1BOPbfNF6F0etgy_2e7f4e89b0314bc997a85a38dd833d2b.jpg,https://fal.run/fal-ai/boogu-image/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.0368},{""unit"":""image_1080p"",""price_per_unit"":0.0828}]",2026-07-14 08:31:36.457355+00,2026-07-14 08:31:36.457355+00
8ab386e0-ddce-49ef-9eaa-f29bd2d1e31b,fal-ai/vidu/q2/image-to-video/pro,fal.ai,Vidu Q2 Pro,Use the latest Vidu Q2 models which much more better quality and control on your videos.,image-to-video,active,,https://fal.run/fal-ai/vidu/q2/image-to-video/pro,"[2,3,4,5,6,7,8]","[{""unit"":""video_720p"",""price_per_unit"":0.1},{""unit"":""video_1080p"",""price_per_unit"":0.25}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
8bae5a54-e45e-48c5-a706-24278a45156a,openai/gpt-image-2/edit,fal.ai,GPT Image 2,"GPT Image 2, OpenAI's latest image model, is capable of making fine-grained, detailed edits to images.",image-to-image,active,https://v3b.fal.media/files/b/0a970ca7/h21vQiaCI7BvqywyJILfi_3FN3NQO0.png,https://fal.run/openai/gpt-image-2/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.05},{""unit"":""image_1080p"",""price_per_unit"":0.09}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
8cd37164-dacb-41aa-ad63-b1aa2afb0b5c,nvidia/cosmos-3-super/image-to-video,fal.ai,Cosmos 3 Super,"Cosmos3 is a collection of Omnimodal world models capable of generating dynamic, high-quality video, image, audio, and action commands from combinations of text, image, video, and action trajectory inputs.",image-to-video,active,https://v3b.fal.media/files/b/0a9c2fbe/hXW1eVvHgtPqSxYZP4CqC_8cd37164dacf41aaad63b1aa2afb0b5c.jpg,https://fal.run/nvidia/cosmos-3-super/image-to-video,"[1,2,3,4,5,6,7]","[{""unit"":""video_720p"",""price_per_unit"":0.05}]",2026-07-12 15:38:06.355626+00,2026-07-12 15:38:06.355626+00
918afd0a-cc7d-41dc-ad42-914c224ef04b,fal-ai/kling-image/v3/image-to-image,fal.ai,Kling V3,Kling Image V3: Latest kling image model,image-to-image,active,https://v3b.fal.media/files/b/0a8cfd13/t6TSkWzl6cFAzvO1PCdDu_f38263f637d245929f03881454951540.jpg,https://fal.run/fal-ai/kling-image/v3/image-to-image,[],"[{""unit"":""image_720p"",""price_per_unit"":0.028},{""unit"":""image_1080p"",""price_per_unit"":0.028}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
974e6d2e-82ff-48f2-b387-9b7b7e79197d,fal-ai/kling-video/o3/standard/image-to-video,fal.ai,Kling O3 Standard,"Generate a video by taking a start frame and an end frame, animating the transition between them while following text-driven style and scene guidance.",image-to-video,active,,https://fal.run/fal-ai/kling-video/o3/standard/image-to-video,"[3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.084}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
9d6ec532-4190-402c-b876-882d7a702b92,xai/grok-imagine-image/edit,fal.ai,Grok Imagine,Edit images precisely with xAI's Grok Imagine model,image-to-image,active,https://v3b.fal.media/files/b/0a8a0dc7/kv2XmZ5em8Kb2-7oXZndp_b897f79cbc564e1d8f4e5d5c71710c2b.jpg,https://fal.run/xai/grok-imagine-image/edit,[],"[{""unit"":""image_720p"",""price_per_unit"":0.02},{""unit"":""image_1080p"",""price_per_unit"":0.02},{""unit"":""input_image"",""price_per_unit"":0.002}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
9e1fcd42-5555-4d65-9310-e3fd469b3cb3,bytedance/seedance-2.0/mini/image-to-video,fal.ai,Seedance 2.0 Mini,Seedance 2.0 Mini is a faster version of Seedance 2.0 that brings great performance and high generation speed at a lower cost.,image-to-video,active,https://v3b.fal.media/files/b/0a9f7e64/hqSxiLW2DPExuIrP_Nh6e_9e1fcd4255554d659310e3fd469b3cb3.jpg,https://fal.run/bytedance/seedance-2.0/mini/image-to-video,"[4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.155}]",2026-07-12 15:38:06.355626+00,2026-07-12 15:38:06.355626+00
a4682382-bd9d-4a3d-9224-b0d0f8b7554a,fal-ai/pixverse/v6/image-to-video,fal.ai,PixVerse V6,Pixverse's latest V6 Model,image-to-video,active,,https://fal.run/fal-ai/pixverse/v6/image-to-video,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]","[{""unit"":""video_720p"",""price_per_unit"":0.045},{""unit"":""video_1080p"",""price_per_unit"":0.09}]",2026-05-28 17:52:13.076265+00,2026-05-28 17:52:13.076265+00
