endpoint_id,provider,display_name,description,category,status,thumbnail_url,model_url,supported_duration_range,ai_model_price_list,is_valuable
"fal-ai/veo3.1/lite/image-to-video","fal.ai","Veo3.1 Lite Image to Video","Veo 3.1 Lite balances practical utility with professional capabilities, supporting Text-to-Video and Image-to-Video","image-to-video","active","https://v3b.fal.media/files/b/0a946101/jRTUp9enYBh3ypsb0Ux0a_fe5ca5e28e704976bfff127c5d23f6a9.jpg","https://fal.run/fal-ai/veo3.1/lite/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o3/standard/image-to-video","fal.ai","Kling O3 Image to Video [Pro]","Generate a video by taking a start frame and an end frame, animating the transition between them while following text-driven style and scene guidance.","image-to-video","active","https://v3b.fal.media/files/b/0a8d2007/gV_LMXNrguqRaDB9sLqir_b5d36b36de5a40bdb5cb2cd3f8af29d7.jpg","https://fal.run/fal-ai/kling-video/o3/standard/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o3/pro/reference-to-video","fal.ai","Kling O3 Reference to Video [Pro]","Transform images, elements, and text into consistent, high-quality video scenes, ensuring stable character identity, object details, and environments.","image-to-video","active","https://v3b.fal.media/files/b/0a8cfcbc/DK-poq8omK9dUDtf0KCbr_41eb518e86be4c40ac1864a4a4fba2be.jpg","https://fal.run/fal-ai/kling-video/o3/pro/reference-to-video","[]","[]","FALSE"
"fal-ai/kling-video/v2.5-turbo/standard/image-to-video","fal.ai","Kling Video","Kling 2.5 Turbo Standard: Top-tier image-to-video generation with unparalleled motion fluidity, cinematic visuals, and exceptional prompt precision.","image-to-video","active","https://v3b.fal.media/files/b/elephant/BJ1ZIdeClgqnUTW9XgEUS_d00e816ad20849ae9f92b735358d610d.jpg","https://fal.run/fal-ai/kling-video/v2.5-turbo/standard/image-to-video","[]","[]","FALSE"
"alibaba/happy-horse/reference-to-video","fal.ai","Happy Horse","Generate 1080p video with synchronized native audio from a text prompt and references. Aspect ratios: 16:9, 9:16, 1:1, 4:3, 3:4. Duration: 3–15s.","image-to-video","active","https://v3b.fal.media/files/b/0a97e906/Sv4Xl8Vak5gLNHrBjEMMO_03a850ef23034759adf81fb7121bf35a.jpg","https://fal.run/alibaba/happy-horse/reference-to-video","[]","[]","FALSE"
"fal-ai/kling-video/v2.1/pro/image-to-video","fal.ai","Kling 2.1 (pro)","Kling 2.1 Pro is an advanced endpoint for the Kling 2.1 model, offering professional-grade videos with enhanced visual fidelity, precise camera movements, and dynamic motion control, perfect for cinematic storytelling.\n\n","image-to-video","active","https://storage.googleapis.com/fal_cdn/fal/Upscale-1.jpeg","https://fal.run/fal-ai/kling-video/v2.1/pro/image-to-video","[]","[]","FALSE"
"fal-ai/veo3.1/fast/first-last-frame-to-video","fal.ai","Veo 3.1 Fast","Generate videos from a first/last frame using Google's Veo 3.1 Fast","image-to-video","active","https://v3b.fal.media/files/b/rabbit/8tRJcj1P_EtIcpbdkP3m7_f9984366e4054165a8919d0671acbcb3.jpg","https://fal.run/fal-ai/veo3.1/fast/first-last-frame-to-video","[]","[]","FALSE"
"veed/fabric-1.0","fal.ai","Fabric 1.0","VEED Fabric 1.0 is an image-to-video API that turns any image into a talking video","image-to-video","active","https://v3.fal.media/files/zebra/t3xqW_dkjrcRc2vmUS0EN_10a217d1a5ba4488be7bb1967189ef65.jpg","https://fal.run/veed/fabric-1.0","[]","[]","FALSE"
"fal-ai/veo3.1/first-last-frame-to-video","fal.ai","Veo 3.1","Generate videos from a first and last framed using Google's Veo 3.1","image-to-video","active","https://v3b.fal.media/files/b/monkey/5YSsAJ8Fbwuj97_9vBiTW.jpg","https://fal.run/fal-ai/veo3.1/first-last-frame-to-video","[]","[]","FALSE"
"fal-ai/wan/v2.7/image-to-video","fal.ai","Wan","Wan 2.7 is the latest generation AI video model, delivering enhanced motion smoothness, superior scene fidelity, and greater visual coherence.","image-to-video","active","https://v3b.fal.media/files/b/0a94048a/7oM_ro6v_fh2pGHvBbpyc_9db05a8e25034dcbb16db5192560d4af.jpg","https://fal.run/fal-ai/wan/v2.7/image-to-video","[]","[]","FALSE"
"fal-ai/pixverse/v6/image-to-video","fal.ai","PixVerse V6 Image To Video","Pixverse's latest V6 Model","image-to-video","active","https://v3b.fal.media/files/b/0a94048a/NbqGsBzItNNlvMmlYie7E_7d241b8764b64124b42edbcd5da51960.jpg","https://fal.run/fal-ai/pixverse/v6/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o3/standard/reference-to-video","fal.ai","Kling O3 Reference to Video [Standard]","Transform images, elements, and text into consistent, high-quality video scenes, ensuring stable character identity, object details, and environments.","image-to-video","active","https://v3b.fal.media/files/b/0a8d1fe9/PkQKfXd6hVfEW3ckzhBep_2bab784ff390459d971d45c8da8f6a8c.jpg","https://fal.run/fal-ai/kling-video/o3/standard/reference-to-video","[]","[]","FALSE"
"fal-ai/veo3.1/reference-to-video","fal.ai","Veo 3.1","Generate Videos from images using Google's Veo 3.1","image-to-video","active","https://v3b.fal.media/files/b/tiger/IwzOGSbzp6e8N00QuLtFF_129417bb24f248298e95c3fa2b1b82fb.jpg","https://fal.run/fal-ai/veo3.1/reference-to-video","[]","[]","FALSE"
"fal-ai/sora-2/image-to-video/pro","fal.ai","Sora 2","Image-to-video endpoint for Sora 2 Pro, OpenAI's state-of-the-art video model capable of creating richly detailed, dynamic clips with audio from natural language or images.","image-to-video","active","https://v3.fal.media/files/koala/19D6ouLhOE6EKGbUTnfzf_b958de62e48c4356a1c58abef534060b.jpg","https://fal.run/fal-ai/sora-2/image-to-video/pro","[]","[]","FALSE"
"fal-ai/wan-25-preview/image-to-video","fal.ai","Wan 2.5 Image to Video","Wan 2.5 image-to-video model.","image-to-video","active","https://v3.fal.media/files/rabbit/jryVrAZdQNdLdN_4rTlN7_9bebc94cb69a482fb4d948bdd06d6a5e.jpg","https://fal.run/fal-ai/wan-25-preview/image-to-video","[]","[]","FALSE"
"fal-ai/veo3/fast/image-to-video","fal.ai","Veo 3 Fast [Image to Video]","Now with a 50% price drop. Generate videos from your image prompts using Veo 3 fast.","image-to-video","active","https://storage.googleapis.com/fal_cdn/fal/for%20videos-1.jpg","https://fal.run/fal-ai/veo3/fast/image-to-video","[]","[]","FALSE"
"xai/grok-imagine-video/reference-to-video","fal.ai","Grok Imagine Reference to Video","Generate videos using multiple reference images with xAI's Grok Imagine video model","image-to-video","active","https://v3b.fal.media/files/b/0a937ab6/vW4pJVZGWgLX9tSTMZPiz_314f49c562014442a5a64eed32ab69ae.jpg","https://fal.run/xai/grok-imagine-video/reference-to-video","[]","[]","FALSE"
"fal-ai/bytedance/seedance/v1/pro/fast/image-to-video","fal.ai","Bytedance Seedance V1 Pro Fast Image To Video","Image to Video endpoint for Seedance 1.0 Pro Fast, a next-generation video model designed to deliver maximum performance at minimal cost","image-to-video","active","https://v3b.fal.media/files/b/kangaroo/OHnRF5artsmMtvv5DikBL_0d31376b45fc47c28ad70e15245ca449.jpg","https://fal.run/fal-ai/bytedance/seedance/v1/pro/fast/image-to-video","[]","[]","FALSE"
"wan/v2.6/image-to-video","fal.ai","Wan v2.6 Image to Video","Wan 2.6 image-to-video model.","image-to-video","active","https://v3b.fal.media/files/b/0a86d2e1/KF3SBRRkzqdothbEr6ANe.png","https://fal.run/wan/v2.6/image-to-video","[]","[]","FALSE"
"fal-ai/veo3/image-to-video","fal.ai","Veo3","Veo 3 is the latest state-of-the art video generation model from Google DeepMind","image-to-video","active","https://storage.googleapis.com/fal_cdn/fal/for%20videos-5.jpg","https://fal.run/fal-ai/veo3/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/v2.1/master/image-to-video","fal.ai","Kling 2.1 Master","Kling 2.1 Master: The premium endpoint for Kling 2.1, designed for top-tier image-to-video generation with unparalleled motion fluidity, cinematic visuals, and exceptional prompt precision.\n\n","image-to-video","active","https://storage.googleapis.com/fal_cdn/fal/Upscale-5.jpeg","https://fal.run/fal-ai/kling-video/v2.1/master/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/v3/4k/image-to-video","fal.ai","Kling Video","Kling's Native 4K is a video generation model that directly outputs professional-grade 4K video in one step, eliminating the need for post-production upscaling","image-to-video","active","https://v3b.fal.media/files/b/0a9740b3/ctjfWfLHCPzYgYUcWgTAz_ea95e9bfce584107b6937050fa127cca.jpg","https://fal.run/fal-ai/kling-video/v3/4k/image-to-video","[]","[]","FALSE"
"fal-ai/wan/v2.2-a14b/image-to-video/turbo","fal.ai","Wan","Wan-2.2 Turbo image-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts. ","image-to-video","active","https://storage.googleapis.com/fal_cdn/fal/Sound-1.jpg","https://fal.run/fal-ai/wan/v2.2-a14b/image-to-video/turbo","[]","[]","FALSE"
"fal-ai/ltx-2.3/image-to-video/fast","fal.ai","LTX 2.3 Video Fast","LTX-2.3 is a high-quality, fast AI video model available in Pro and Fast variants for text-to-video, image-to-video, and audio-to-video.","image-to-video","active","https://v3b.fal.media/files/b/0a90deec/VLgiT5pFEJA28BXrrulvj_7d7b24f447f945ffab1acb33ae27d9b9.jpg","https://fal.run/fal-ai/ltx-2.3/image-to-video/fast","[]","[]","FALSE"
"fal-ai/wan/v2.2-a14b/image-to-video","fal.ai","Wan v2.2 A14B","fal-ai/wan/v2.2-A14B/image-to-video","image-to-video","active","https://v3.fal.media/files/penguin/xWl1TIQn-uRe7BsctByJk_3e01d1a4f7ff488c9483be0d81f5a3cc.jpg","https://fal.run/fal-ai/wan/v2.2-a14B/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o1/image-to-video","fal.ai","Kling O1 First Frame Last Frame to Video [Pro]","Generate a video by taking a start frame and an end frame, animating the transition between them while following text-driven style and scene guidance.","image-to-video","active","https://v3b.fal.media/files/b/monkey/fPJwa1EtpB5bYyqS2u7us_ddd5fec670b149288123785cd5ee6e54.jpg","https://fal.run/fal-ai/kling-video/o1/image-to-video","[]","[]","FALSE"
"fal-ai/minimax/hailuo-02/pro/image-to-video","fal.ai","MiniMax Hailuo 02 [Pro] (Image to Video)","MiniMax Hailuo-02 Image To Video API (Pro, 1080p): Advanced image-to-video generation model with 1080p resolution","image-to-video","active","https://storage.googleapis.com/fal_cdn/fal/Upscale-1.jpeg","https://fal.run/fal-ai/minimax/hailuo-02/pro/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/ai-avatar/v2/pro","fal.ai","Kling AI Avatar v2 Pro","Kling AI Avatar v2 Pro: The premium endpoint for creating avatar videos with realistic humans, animals, cartoons, or stylized characters","image-to-video","active","https://v3b.fal.media/files/b/0a84f36f/CYuWetfKsuQC0MR6G4EG8_cd62fa685e9844aaaf086c293eddb2ee.jpg","https://fal.run/fal-ai/kling-video/ai-avatar/v2/pro","[]","[]","FALSE"
"fal-ai/bytedance/omnihuman/v1.5","fal.ai","Bytedance Omnihuman V1.5","Omnihuman v1.5 is a new and improved version of Omnihuman. It generates video using an image of a human figure paired with an audio file. It produces vivid, high-quality videos where the character’s emotions and movements maintain a strong correlation with the audio.","image-to-video","active","https://v3.fal.media/files/penguin/E4JFEyBXM1DccJUOvp5_e_6414b61bc2e141edb34671e5308addef.jpg","https://fal.run/fal-ai/bytedance/omnihuman/v1.5","[]","[]","FALSE"
"fal-ai/kling-video/ai-avatar/v2/standard","fal.ai","Kling AI Avatar v2 Standard","Kling AI Avatar v2 Standard:  Endpoint for creating avatar videos with realistic humans, animals, cartoons, or stylized characters","image-to-video","active","https://v3b.fal.media/files/b/0a84f39a/V_Zy58fLpOlS1jN3balTm_bf4c62c984b34a1597340c007fac8fe8.jpg","https://fal.run/fal-ai/kling-video/ai-avatar/v2/standard","[]","[]","FALSE"
"fal-ai/heygen/avatar4/image-to-video","fal.ai","Heygen","Heygen Photo Avatar 4 Model","image-to-video","active","https://v3b.fal.media/files/b/0a90145c/8wK3ckSYxnnVDeNdGTbc8_4c2266798c21413da1f19c6026d5df52.jpg","https://fal.run/fal-ai/heygen/avatar4/image-to-video","[]","[]","FALSE"
"fal-ai/ltx-2.3/image-to-video","fal.ai","LTX 2.3 Video Pro","LTX-2.3 is a high-quality, fast AI video model available in Pro and Fast variants for text-to-video, image-to-video, and audio-to-video.","image-to-video","active","https://v3b.fal.media/files/b/0a90ded1/KHsHxOVl1jWRMKZRuGWOz_391501da7abf4cbda1dd04894882d967.jpg","https://fal.run/fal-ai/ltx-2.3/image-to-video","[]","[]","FALSE"
"fal-ai/minimax/hailuo-2.3/pro/image-to-video","fal.ai","MiniMax Hailuo 2.3 [Pro] (Image to Video)","MiniMax Hailuo-2.3 Image To Video API (Pro, 1080p): Advanced image-to-video generation model with 1080p resolution","image-to-video","active","https://v3b.fal.media/files/b/elephant/tFrccsrBCt7X_80Je77Ie_a073f11dc9354f5eab801768841430a9.jpg","https://fal.run/fal-ai/minimax/hailuo-2.3/pro/image-to-video","[]","[]","FALSE"
"fal-ai/veo3.1/lite/first-last-frame-to-video","fal.ai","Veo3.1 Lite FLF","Veo 3.1 Lite balances practical utility with professional capabilities, supporting Text-to-Video and Image-to-Video","image-to-video","active","https://v3b.fal.media/files/b/0a9460ff/_H3biJgSOvAGtxsxEVvCo_509e251f717a47cd9b5bad4a878551cd.jpg","https://fal.run/fal-ai/veo3.1/lite/first-last-frame-to-video","[]","[]","FALSE"
"fal-ai/minimax/hailuo-2.3/standard/image-to-video","fal.ai","MiniMax Hailuo 2.3 [Standard] (Image to Video)","MiniMax Hailuo-2.3 Image To Video API (Standard, 768p): Advanced image-to-video generation model with 768p resolution","image-to-video","active","https://v3b.fal.media/files/b/zebra/7kDvX2hsHnnUu9mSt-I_C_3a18467c2b234f6590e01edd53840f2d.jpg","https://fal.run/fal-ai/minimax/hailuo-2.3/standard/image-to-video","[]","[]","FALSE"
"fal-ai/minimax/hailuo-2.3-fast/standard/image-to-video","fal.ai","MiniMax Hailuo 2.3 Fast [Standard] (Image to Video)","MiniMax Hailuo-2.3-Fast Image To Video API (Standard, 768p): Advanced fast image-to-video generation model with 768p resolution","image-to-video","active","https://v3b.fal.media/files/b/penguin/wEXBG5qZxdJ1Ed5P-EWYT_c69665fc168a437bb53d99ae8534eabe.jpg","https://fal.run/fal-ai/minimax/hailuo-2.3-fast/standard/image-to-video","[]","[]","FALSE"
"fal-ai/creatify/aurora","fal.ai","Creatify Aurora","Generate high fidelity, studio quality videos of your avatar speaking or singing using the Aurora from Creatify team!","image-to-video","active","https://v3b.fal.media/files/b/0a85dac5/xLlxwj9XXOpVjGF9iUvla_d44dd53425ac4f94911ec73fa6119fc8.jpg","https://fal.run/fal-ai/creatify/aurora","[]","[]","FALSE"
"fal-ai/vidu/q3/image-to-video","fal.ai","Vidu","Vidu's latest Q3 pro models.","image-to-video","active","https://v3b.fal.media/files/b/0a8c915a/He8Pvpz77hcWVcUYC5hRZ_98109f8630944133a904fad6fe3a701d.jpg","https://fal.run/fal-ai/vidu/q3/image-to-video","[]","[]","FALSE"
"fal-ai/wan/v2.7/reference-to-video","fal.ai","Wan 2.7 Reference to Video","Wan 2.7 is the latest generation AI video model, delivering enhanced motion smoothness, superior scene fidelity, and greater visual coherence.","image-to-video","active","https://v3b.fal.media/files/b/0a940488/7aXOy6uHTo2EHtaZX89Uj_f2a95842752d4ef999d2b00006960480.jpg","https://fal.run/fal-ai/wan/v2.7/reference-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o3/4k/image-to-video","fal.ai","Kling Video","Kling's Native 4K is a video generation model that directly outputs professional-grade 4K video in one step, eliminating the need for post-production upscaling","image-to-video","active","https://v3b.fal.media/files/b/0a9740be/nUTPtoiXouNNHisPlCKB6_4c0365b62d0c413dbd5c12152b7d1fc5.jpg","https://fal.run/fal-ai/kling-video/o3/4k/image-to-video","[]","[]","FALSE"
"fal-ai/minimax/hailuo-2.3-fast/pro/image-to-video","fal.ai","MiniMax Hailuo 2.3 Fast [Pro] (Image to Video)","MiniMax Hailuo-2.3-Fast Image To Video API (Pro, 1080p): Advanced fast image-to-video generation model with 1080p resolution","image-to-video","active","https://v3b.fal.media/files/b/penguin/37ZHJodysdkE5NcfUc3fu_5731672b9b3c4e47b4b851a5145e5d3c.jpg","https://fal.run/fal-ai/minimax/hailuo-2.3-fast/pro/image-to-video","[]","[]","FALSE"
"fal-ai/minimax/hailuo-02-fast/image-to-video","fal.ai","Minimax","Create blazing fast and economical videos with MiniMax Hailuo-02 Image To Video API at 512p resolution","image-to-video","active","https://fal.media/files/elephant/f_EeVaEkzmhhcRXL1Xruj_8fd7a6cbb43b460b8a6ff550a153f4af.jpg","https://fal.run/fal-ai/minimax/hailuo-02-fast/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o1/standard/image-to-video","fal.ai","Kling O1 First Frame Last Frame to Video [Standard]","Generate a video by taking a start frame and an end frame, animating the transition between them while following text-driven style and scene guidance.","image-to-video","active","https://v3b.fal.media/files/b/0a86000e/kN3PH-dHrMpnHW9OlNlTQ_813cef4c332f4a6c9120e6890b013b91.jpg","https://fal.run/fal-ai/kling-video/o1/standard/image-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o1/reference-to-video","fal.ai","Kling O1 Reference Image to Video [Pro]","Transform images, elements, and text into consistent, high-quality video scenes, ensuring stable character identity, object details, and environments.","image-to-video","active","https://v3b.fal.media/files/b/kangaroo/L7EgH8_I_ZIngBtpKaL-Y_ca0bcf7b2c8f4319b8af7dc386bdb3d9.jpg","https://fal.run/fal-ai/kling-video/o1/reference-to-video","[]","[]","FALSE"
"fal-ai/kling-video/o3/4k/reference-to-video","fal.ai","Kling Video","Kling's Native 4K is a video generation model that directly outputs professional-grade 4K video in one step, eliminating the need for post-production upscaling","image-to-video","active","https://v3b.fal.media/files/b/0a9740db/W8nvw836T_PoFZvZSKaHF_24c88000032c446ab22f4824a9b09a66.jpg","https://fal.run/fal-ai/kling-video/o3/4k/reference-to-video","[]","[]","FALSE"
"fal-ai/wan/v2.2-a14b/image-to-video/lora","fal.ai","Wan v2.2 A14B Image-to-Video A14B with LoRAs","Wan-2.2 image-to-video is a video model that generates high-quality videos with high visual quality and motion diversity from text prompts and images. This endpoint supports LoRAs made for Wan 2.2","image-to-video","active","https://fal.media/files/monkey/Pu175Pi1Z0phr_hCod2pk_51e51de631a54b58ba789155b6955c94.jpg","https://fal.run/fal-ai/wan/v2.2-a14b/image-to-video/lora","[]","[]","FALSE"
"veed/fabric-1.0/fast","fal.ai","Fabric 1.0 Fast","VEED Fabric 1.0 is an image-to-video API that turns any image into a talking video","image-to-video","active","https://v3.fal.media/files/zebra/AGRvOvMtrM0o02wz8-hRF_cb5739a5199b49a7971c5319881c6765.jpg","https://fal.run/veed/fabric-1.0/fast","[]","[]","FALSE"
"fal-ai/pixverse/v5/image-to-video","fal.ai","PixVerse V5 Image To Video","Generate high quality video clips from text and image prompts using PixVerse v5","image-to-video","active","https://fal.media/files/panda/eTq_2p2OlIBu7MyDFdtWz_6290f4acd92c4382b04ed302b2aa5a3a.jpg","https://fal.run/fal-ai/pixverse/v5/image-to-video","[]","[]","FALSE"
"fal-ai/pixverse/swap","fal.ai","PixVerse Swap","Generate high quality video clips by swapping person, objects and background using Pixverse Swap.","image-to-video","active","https://v3b.fal.media/files/b/lion/NannfsqTmo5KZP4HWcpBx_ee601644250b4ed589741220176495fe.jpg","https://fal.run/fal-ai/pixverse/swap","[]","[]","FALSE"
"fal-ai/pixverse/v5.5/image-to-video","fal.ai","PixVerse V5.5 Image To Video","Generate high quality video clips from text and image prompts using PixVerse v5.5","image-to-video","active","blob:https://fal.ai/b3fcd77f-16db-4201-9801-bed4e7eb63bf","https://fal.run/fal-ai/pixverse/v5.5/image-to-video","[]","[]","FALSE"
"fal-ai/pixverse/v6/transition","fal.ai","PixVerse V6 Transition","Pixverse's latest v6 Model.","image-to-video","active","https://v3b.fal.media/files/b/0a94048c/mHSoHdPA4NFw5xaGR8lgF_4fb060e5ef624dc6a038a532134bee1e.jpg","https://fal.run/fal-ai/pixverse/v6/transition","[]","[]","FALSE"
"fal-ai/pixverse/v5/transition","fal.ai","PixVerse V5 Transition","Create seamless transition between images using PixVerse v5","image-to-video","active","https://storage.googleapis.com/falserverless/gallery/pixverse-v3.5.webp","https://fal.run/fal-ai/pixverse/v5/transition","[]","[]","FALSE"
