endpoint_id,provider,display_name,description,category,status,thumbnail_url,model_url,supported_duration_range,ai_model_price_list,is_valuable
fal-ai/gpt-image-1.5/edit,fal.ai,GPT-Image 1.5,"GPT Image 1.5 generates high-fidelity images with strong prompt adherence, preserving composition, lighting, and fine-grained detail.",image-to-image,active,https://v3b.fal.media/files/b/0a875814/3KvlvWItvogHIOuPRWIVl_001c9e77742a4ff2a829a8ece127c0d1.jpg,https://fal.run/fal-ai/gpt-image-1.5/edit,[],[],FALSE
fal-ai/gemini-25-flash-image,fal.ai,Gemini 2.5 Flash Image,"Google's famous original image generation and editing model, a.k.a Nano Banana",text-to-image,active,https://fal.media/files/penguin/f0TePjwvxUJQ2MJ4kDDtC_dba951a1d05a4c8f9324127e7751181e.jpg,https://fal.run/fal-ai/gemini-25-flash-image,[],[],FALSE
fal-ai/gemini-25-flash-image/edit,fal.ai,Gemini 2.5 Flash Image,"Google's famous original image generation and editing model, a.k.a Nano Banana",image-to-image,active,https://fal.media/files/tiger/w7rvVqvAQiYg2cDSZTn2i_b6895b8a0f864c42a33bfd040dc1228c.jpg,https://fal.run/fal-ai/gemini-25-flash-image/edit,[],[],FALSE
fal-ai/flux-pro/kontext/max/text-to-image,fal.ai,FLUX.1 Kontext [max],FLUX.1 Kontext [max] text-to-image is a new premium model brings maximum performance across all aspects – greatly improved prompt adherence.,text-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Sound-3.jpg,https://fal.run/fal-ai/flux-pro/kontext/max/text-to-image,[],[],FALSE
fal-ai/flux-pro/kontext/max,fal.ai,FLUX.1 Kontext [max],FLUX.1 Kontext [max] is a model with greatly improved prompt adherence and typography generation meet premium consistency for editing without compromise on speed. \n ,image-to-image,active,https://fal.media/files/tiger/9Ke6Di1rRqryqOR1SreQJ_33e684b4511644179b7429bb9c4cf592.jpg,https://fal.run/fal-ai/flux-pro/kontext/max,[],[],FALSE
fal-ai/gemini-3.1-flash-image-preview,fal.ai,Gemini 3.1 Flash Image Preview,Gemini 3.1 Flash Image (a.k.a Nano Banana 2) is Google's new state-of-the-art fast image generation and editing model,text-to-image,active,https://v3b.fal.media/files/b/0a8ffadd/4fWGbdMY93hLdUwrA2-8S_5e33c8db6e0243ad8ec1164517de37d3.jpg,https://fal.run/fal-ai/gemini-3.1-flash-image-preview,[],[],FALSE
fal-ai/gemini-3.1-flash-image-preview/edit,fal.ai,Gemini 3.1 Flash Image Preview,Gemini 3.1 Flash Image (a.k.a. Nano Banana 2) is Google's new state-of-the-art fast image generation and editing model,image-to-image,active,https://v3b.fal.media/files/b/0a90149a/wFO334Fx1uSWISNJNiWX8_0c3e76b1c53f483397ae8a6e2f6cc383.jpg,https://fal.run/fal-ai/gemini-3.1-flash-image-preview/edit,[],[],FALSE
fal-ai/flux-2-max,fal.ai,Flux 2 Max,"FLUX.2 [max] delivers state-of-the-art image generation and advanced image editing with exceptional realism, precision, and consistency.",text-to-image,active,https://v3b.fal.media/files/b/0a868a0f/zL7LNUIqnPPhZNy_PtHJq_330f66115240460788092cb9523b6aba.jpg,https://fal.run/fal-ai/flux-2-max,[],[],FALSE
fal-ai/flux-2-max/edit,fal.ai,Flux 2 Max,"FLUX.2 [max] delivers state-of-the-art image generation and advanced image editing with exceptional realism, precision, and consistency.",image-to-image,active,https://v3b.fal.media/files/b/0a8689a8/bbcmo6U5xg_RxDXijtxNA_55df705e1b1b4535a90bccd70887680e.jpg,https://fal.run/fal-ai/flux-2-max/edit,[],[],FALSE
fal-ai/flux-2/klein/9b,fal.ai,FLUX.2 [klein] 9B,"Text-to-image generation with FLUX.2 [klein] 9B from Black Forest Labs. Enhanced realism, crisper text generation, and native editing capabilities.",text-to-image,active,https://v3b.fal.media/files/b/0a8a7f3c/90FKDpwtSCZTqOu0jUI-V_64c1a6ec0f9343908d9efa61b7f2444b.jpg,https://fal.run/fal-ai/flux-2/klein/9b,[],[],FALSE
fal-ai/flux-2/klein/9b/edit,fal.ai,FLUX.2 [klein] 9B,Image-to-image editing with FLUX.2 [klein] 9B from Black Forest Labs. Precise modifications using natural language descriptions and hex color control.,image-to-image,active,https://v3b.fal.media/files/b/0a8a7f50/X8ffS5h55gcigsNZoNC7O_52e6b383ac214d2abe0a2e023f03de88.jpg,https://fal.run/fal-ai/flux-2/klein/9b/edit,[],[],FALSE
fal-ai/qwen-image-2/text-to-image,fal.ai,Qwen Image 2,Qwen-Image-2.0 is a next-generation foundational unified generation-and-editing model,text-to-image,active,https://v3b.fal.media/files/b/0a90b317/m9a3NQEWM3KLDsoytKr9C_39eb7747f7cb475089d31bfee934a120.jpg,https://fal.run/fal-ai/qwen-image-2/text-to-image,[],[],FALSE
fal-ai/qwen-image-2/edit,fal.ai,Qwen Image 2,Qwen-Image-2.0 is a next-generation foundational unified generation-and-editing model,image-to-image,active,https://v3b.fal.media/files/b/0a90b2fc/Ktwh3M7POlvD59oS7rW2G_b395be4ae04343aaaf35a68bb92502c3.jpg,https://fal.run/fal-ai/qwen-image-2/edit,[],[],FALSE
fal-ai/qwen-image-2/pro/text-to-image,fal.ai,Qwen Image 2,Qwen-Image-2.0 is a next-generation foundational unified generation-and-editing model,text-to-image,active,https://v3b.fal.media/files/b/0a90b320/-wZWpEebEQi20T6Z5ewms_ab61b57446c945a4beb6d3cab6b9367c.jpg,https://fal.run/fal-ai/qwen-image-2/pro/text-to-image,[],[],FALSE
fal-ai/qwen-image-2/pro/edit,fal.ai,Qwen Image 2,Qwen-Image-2.0 is a next-generation foundational unified generation-and-editing model,image-to-image,active,https://v3b.fal.media/files/b/0a90b308/MaD9dwwc6YSa92Jhkhk0u_e29246f04f9646428d2ea04079417985.jpg,https://fal.run/fal-ai/qwen-image-2/pro/edit,[],[],FALSE
fal-ai/flux-2-flex,fal.ai,Flux 2 Flex,Text-to-image generation with FLUX.2 [flex] from Black Forest Labs. Features adjustable inference steps and guidance scale for fine-tuned control. Enhanced typography and text rendering capabilities.,text-to-image,active,https://v3b.fal.media/files/b/panda/LqyVE8NElm_vf-t27Yfkz_6c1dd3323df343e4a3ec968d8f67024c.jpg,https://fal.run/fal-ai/flux-2-flex,[],[],FALSE
fal-ai/flux-2-flex/edit,fal.ai,Flux 2 Flex,Image editing with FLUX.2 [flex] from Black Forest Labs. Supports multi-reference editing with customizable inference steps and enhanced text rendering.,image-to-image,active,https://v3b.fal.media/files/b/elephant/NXNJkZllyE8XTyMrtEALf_90206edd3ddb4ba793758a26bde823c7.jpg,https://fal.run/fal-ai/flux-2-flex/edit,[],[],FALSE
fal-ai/kling-image/v3/text-to-image,fal.ai,Kling Image,Kling V3: Latest Kling Image model,text-to-image,active,https://v3b.fal.media/files/b/0a8cfd08/Ji4e0i6Afbeql3Wr5UTz6_ab60b14661424612bf19059e97e996a5.jpg,https://fal.run/fal-ai/kling-image/v3/text-to-image,[],[],FALSE
fal-ai/kling-image/v3/image-to-image,fal.ai,Kling Image,Kling Image V3: Latest kling image model,image-to-image,active,https://v3b.fal.media/files/b/0a8cfd13/t6TSkWzl6cFAzvO1PCdDu_f38263f637d245929f03881454951540.jpg,https://fal.run/fal-ai/kling-image/v3/image-to-image,[],[],FALSE
fal-ai/kling-image/o3/text-to-image,fal.ai,Kling Image,Kling Omni 3: Top-tier text-to-image with flawless consistency.,text-to-image,active,https://v3b.fal.media/files/b/0a8cfcbc/DK-poq8omK9dUDtf0KCbr_41eb518e86be4c40ac1864a4a4fba2be.jpg,https://fal.run/fal-ai/kling-image/o3/text-to-image,[],[],FALSE
fal-ai/kling-image/o3/image-to-image,fal.ai,Kling Image,Kling Omni 3: Top-tier image-to-image with flawless consistency.,image-to-image,active,https://v3b.fal.media/files/b/0a8d24a0/FX4gbFjRsBJPDJ2WkPMFa_9f3aa39f5fd84be395b5ce3dee7e4dd1.jpg,https://fal.run/fal-ai/kling-image/o3/image-to-image,[],[],FALSE
fal-ai/wan/v2.7/text-to-image,fal.ai,Wan,Generate high-quality images from text prompts using the WAN 2.7 model with advanced prompt understanding and detailed output.,text-to-image,active,https://v3b.fal.media/files/b/0a948152/0UucVYSOBXiyibwSyN3HT_38400743f04344a5b25b1cd9b551a625.jpg,https://fal.run/fal-ai/wan/v2.7/text-to-image,[],[],FALSE
fal-ai/wan/v2.7/edit,fal.ai,Wan,Transform and edit existing images with text-guided instructions using the WAN 2.7 model for creative image manipulation.,image-to-image,active,https://v3b.fal.media/files/b/0a948161/E43snBsqtEWRB2KGM6723_8b2971637e504a00b4bcf2cec7d544b6.jpg,https://fal.run/fal-ai/wan/v2.7/edit,[],[],FALSE
fal-ai/wan/v2.7/pro/text-to-image,fal.ai,Wan,Generate premium-quality images from text prompts using the enhanced WAN 2.7 Pro model with superior detail and composition.,text-to-image,active,https://v3b.fal.media/files/b/0a94814a/vKQfFX-pXcXv4MDvgtybu_d79aaa7e8534459281ac0bb474872f4b.jpg,https://fal.run/fal-ai/wan/v2.7/pro/text-to-image,[],[],FALSE
fal-ai/wan/v2.7/pro/edit,fal.ai,Wan,"Edit and transform images using text instructions with the WAN 2.7 Pro model for precise, professional-grade image modifications.",image-to-image,active,https://v3b.fal.media/files/b/0a94816f/BhHA2kmKyAQ8vJxw_HPQ4_2b4b35f0fbb0449195d84178ba988112.jpg,https://fal.run/fal-ai/wan/v2.7/pro/edit,[],[],FALSE
fal-ai/wan/v2.2-a14b/text-to-image,fal.ai,Wan,"Wan 2.2's 14B model generates high-resolution, photorealistic images with powerful prompt understanding and fine-grained visual detail",text-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Sound-2.jpg,https://fal.run/fal-ai/wan/v2.2-a14b/text-to-image,[],[],FALSE
fal-ai/wan/v2.2-a14b/image-to-image,fal.ai,Wan,"Wan 2.2's 14B model edit high-resolution, photorealistic images with powerful prompt understanding and fine-grained visual detail",image-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Sound-2.jpg,https://fal.run/fal-ai/wan/v2.2-a14b/image-to-image,[],[],FALSE
fal-ai/gpt-image-1/text-to-image,fal.ai,gpt-image-1,OpenAI's latest image generation and editing model: gpt-1-image.,text-to-image,active,https://storage.googleapis.com/fal_cdn/fal/for%20videos-2.jpg,https://fal.run/fal-ai/gpt-image-1/text-to-image,[],[],FALSE
fal-ai/gpt-image-1/edit-image,fal.ai,gpt-image-1,OpenAI's latest image generation and editing model: gpt-1-image.,image-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Upscale-2.jpg,https://fal.run/fal-ai/gpt-image-1/edit-image,[],[],FALSE
fal-ai/flux-2/klein/4b,fal.ai,FLUX.2 [klein] 4B,"Text-to-image generation with FLUX.2 [klein] 4B from Black Forest Labs. Enhanced realism, crisper text generation, and native editing capabilities.",text-to-image,active,https://v3b.fal.media/files/b/0a8a7f30/UwGq5qBE9zqd4r6QI7En0_082c2d0376a646378870218b6c0589f9.jpg,https://fal.run/fal-ai/flux-2/klein/4b,[],[],FALSE
fal-ai/flux-2/klein/4b/edit,fal.ai,FLUX.2 [klein] 4B,Image-to-image editing with FLUX.2 [klein] 4B from Black Forest Labs. Precise modifications using natural language descriptions and hex color control.,image-to-image,active,https://v3b.fal.media/files/b/0a8a7f40/-9rbLPCsz36IFb-4t3J2L_76750002c0db4ce899b77e98321ffe30.jpg,https://fal.run/fal-ai/flux-2/klein/4b/edit,[],[],FALSE
fal-ai/flux-2/klein/9b/base,fal.ai,FLUX.2 [klein] 9B Base,"Text-to-image generation with FLUX.2 [klein] 9B Base from Black Forest Labs. Enhanced realism, crisper text generation, and native editing capabilities.",text-to-image,active,https://v3b.fal.media/files/b/0a8a7f3c/90FKDpwtSCZTqOu0jUI-V_64c1a6ec0f9343908d9efa61b7f2444b.jpg,https://fal.run/fal-ai/flux-2/klein/9b/base,[],[],FALSE
fal-ai/flux-2/klein/9b/base/edit,fal.ai,FLUX.2 [klein] 9B Base,Image-to-image editing with Flux 2 [klein] 9B Base from Black Forest Labs. Precise modifications using natural language descriptions and hex color control.,image-to-image,active,https://v3b.fal.media/files/b/0a8a7f50/X8ffS5h55gcigsNZoNC7O_52e6b383ac214d2abe0a2e023f03de88.jpg,https://fal.run/fal-ai/flux-2/klein/9b/base/edit,[],[],FALSE
fal-ai/recraft/v3/text-to-image,fal.ai,Recraft V3,"Recraft V3 is a text-to-image model with the ability to generate long texts, vector art, images in brand style, and much more. As of today, it is SOTA in image generation, proven by Hugging Face's industry-leading Text-to-Image Benchmark by Artificial Analysis.",text-to-image,active,https://storage.googleapis.com/falserverless/gallery/recraft-v3.webp,https://fal.run/fal-ai/recraft/v3/text-to-image,[],[],FALSE
fal-ai/recraft/v3/image-to-image,fal.ai,Recraft V3,"Recraft V3 is a text-to-image model with the ability to generate long texts, vector art, images in brand style, and much more. As of today, it is SOTA in image generation, proven by Hugging Face's industry-leading Text-to-Image Benchmark by Artificial Analysis.",image-to-image,active,https://storage.googleapis.com/falserverless/gallery/recraft-v3.webp,https://fal.run/fal-ai/recraft/v3/image-to-image,[],[],FALSE
fal-ai/flux-2/klein/4b/base,fal.ai,FLUX.2 [klein] 4B Base,"Text-to-image generation with FLUX.2 [klein] 4B Base from Black Forest Labs. Enhanced realism, crisper text generation, and native editing capabilities.",text-to-image,active,https://v3b.fal.media/files/b/0a8a7f36/bYUAh_nzYUAUa_yCBkrP1_2dd84022eeda49e99db95e13fc588e47.jpg,https://fal.run/fal-ai/flux-2/klein/4b/base,[],[],FALSE
fal-ai/flux-2/klein/4b/base/edit,fal.ai,FLUX.2 [klein] 4B Base,Image-to-image editing with FLUX.2 [klein] 4B Base from Black Forest Labs. Precise modifications using natural language descriptions and hex color control.,image-to-image,active,https://v3b.fal.media/files/b/0a8a7f49/nKsGN6UMAi6IjaYdkmILC_e20d2097bb984ad589518cf915fe54b4.jpg,https://fal.run/fal-ai/flux-2/klein/4b/base/edit,[],[],FALSE
fal-ai/gpt-image-1-mini,fal.ai,GPT Image 1 Mini,"GPT Image 1 mini combines OpenAI's advanced language capabilities, powered by GPT-5, with GPT Image 1 Mini for efficient image generation. ",text-to-image,active,https://v3b.fal.media/files/b/monkey/Z7Y5fVvUXaT1XzWGqVngY_f333390b078a4bed9491ccda3b9f0e90.jpg,https://fal.run/fal-ai/gpt-image-1-mini,[],[],FALSE
fal-ai/gpt-image-1-mini/edit,fal.ai,GPT Image 1 Mini,"GPT Image 1 mini combines OpenAI's advanced language capabilities, powered by GPT-5, with GPT Image 1 Mini for efficient image generation. ",image-to-image,active,https://v3b.fal.media/files/b/lion/cG0uNtODkeDPtNDUXms1H_63d395581f334382bf6806b78849ffb0.jpg,https://fal.run/fal-ai/gpt-image-1-mini/edit,[],[],FALSE
fal-ai/hidream-o1-image,fal.ai,Hidream O1 Image,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",text-to-image,active,https://v3b.fal.media/files/b/0a999217/79hRTD17Is8llel4R5GvK_fb7bcffb53ea405198c7978f9886a668.jpg,https://fal.run/fal-ai/hidream-o1-image,[],[],FALSE
fal-ai/hidream-o1-image/edit,fal.ai,Hidream O1 Image,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",image-to-image,active,https://v3b.fal.media/files/b/0a99921e/VChBoBpjrCe5lbXHv97mB_220119a1d12448c2bb216d8e8ec6245e.jpg,https://fal.run/fal-ai/hidream-o1-image/edit,[],[],FALSE
fal-ai/hidream-o1-image/dev,fal.ai,Hidream O1 Image,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",text-to-image,active,https://v3b.fal.media/files/b/0a9991f9/vvcIi5jpPDoJJ_j-Mqjet_714dcf611a2d446381e3b2a8eb084c21.jpg,https://fal.run/fal-ai/hidream-o1-image/dev,[],[],FALSE
fal-ai/hidream-o1-image/dev/edit,fal.ai,Hidream O1 Image,"Unified image generation with HiDream-O1-Image. Create, edit, and personalize high-resolution images up to 2K—single native model handles text-to-image, editing, and custom subjects without external components.",image-to-image,active,https://v3b.fal.media/files/b/0a999225/QmwooLH3hpHa3255JhRoC_d6e5053b73d44e4a9b4593a043360e66.jpg,https://fal.run/fal-ai/hidream-o1-image/dev/edit,[],[],FALSE
fal-ai/glm-image,fal.ai,Glm Image,"Create high-quality images with accurate text rendering and rich knowledge details—supports editing, style transfer, and maintaining consistent characters across multiple images.",text-to-image,active,https://v3b.fal.media/files/b/0a8a4c6f/XY6gc2c6YgtIKHKiTKRfO_c7be09cba1eb4ebe850aea98676df98d.jpg,https://fal.run/fal-ai/glm-image,[],[],FALSE
fal-ai/glm-image/image-to-image,fal.ai,Glm Image,"Create high-quality images with accurate text rendering and rich knowledge details—supports editing, style transfer, and maintaining consistent characters across multiple images.",image-to-image,active,https://v3b.fal.media/files/b/0a8a4d0f/umwWSuRRBSyt9U_bdGB9i_2de7b25b3997468f8166d372a12dff93.jpg,https://fal.run/fal-ai/glm-image/image-to-image,[],[],FALSE
fal-ai/qwen-image,fal.ai,Qwen Image,Qwen-Image is an image generation foundation model in the Qwen series that achieves significant advances in complex text rendering and precise image editing. ,text-to-image,active,https://fal.media/files/koala/6JAMNCSti-vm-zJeZi6hA_626cdc11d4d04560ac9523fbd61f2eac.jpg,https://fal.run/fal-ai/qwen-image,[],[],FALSE
fal-ai/qwen-image/image-to-image,fal.ai,Qwen Image,"Qwen-Image (Image-to-Image) transforms and edits input images with high fidelity, enabling precise style transfer, enhancement, and creative modification.",image-to-image,active,https://fal.media/files/koala/6JAMNCSti-vm-zJeZi6hA_626cdc11d4d04560ac9523fbd61f2eac.jpg,https://fal.run/fal-ai/qwen-image/image-to-image,[],[],FALSE
fal-ai/flux/krea,fal.ai,FLUX.1 Krea [dev],FLUX.1 Krea [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.,text-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Upscale-2.jpg,https://fal.run/fal-ai/flux/krea,[],[],FALSE
fal-ai/flux/krea/image-to-image,fal.ai,FLUX.1 Krea [dev],FLUX.1 Krea [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.\n,image-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Upscale-4.jpeg,https://fal.run/fal-ai/flux/krea/image-to-image,[],[],FALSE
fal-ai/flux-1/krea,fal.ai,FLUX.1 Krea [dev],FLUX.1 Krea [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.,text-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Sound-5.jpg,https://fal.run/fal-ai/flux-1/krea,[],[],FALSE
fal-ai/flux-1/krea/image-to-image,fal.ai,FLUX.1 Krea [dev],FLUX.1 Krea [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.\n,image-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Training-5.jpg,https://fal.run/fal-ai/flux-1/krea/image-to-image,[],[],FALSE
fal-ai/qwen-image-max/text-to-image,fal.ai,Qwen Image Max,Text-to-Image endpoint for Qwen-Image-Max. Qwen Image Max improves upon the Qwen Image Plus series by enhancing the realism and naturalness of images.,text-to-image,active,https://v3b.fal.media/files/b/0a8c1c98/tClMYMPB6OkHzUHKQC6qf_65124fde152b47c9ab2db7bdf95340a0.jpg,https://fal.run/fal-ai/qwen-image-max/text-to-image,[],[],FALSE
fal-ai/qwen-image-max/edit,fal.ai,Qwen Image Max,Image editing endpoint for Qwen-Image-Max. Qwen Image Max improves upon the Qwen Image Plus series by enhancing the realism and naturalness of images.,image-to-image,active,https://v3b.fal.media/files/b/0a8c1c81/hMoPEMrnsMl-BPesZ3v02_cb7c0df16e074d0fb5959090fc670856.jpg,https://fal.run/fal-ai/qwen-image-max/edit,[],[],FALSE
fal-ai/flux-1/dev,fal.ai,FLUX.1 [dev],FLUX.1 [dev] is a 12 billion parameter flow transformer that generates high-quality images from text. It is suitable for personal and commercial use.\n,text-to-image,active,https://storage.googleapis.com/fal_cdn/fal/for%20videos-4.jpg,https://fal.run/fal-ai/flux-1/dev,[],[],FALSE
fal-ai/flux-1/dev/image-to-image,fal.ai,FLUX.1 [dev],FLUX.1 [dev] is a 12 billion parameter flow transformer that generates high-quality images from text. It is suitable for personal and commercial use.\n,image-to-image,active,https://storage.googleapis.com/fal_cdn/fal/Upscale-2.jpg,https://fal.run/fal-ai/flux-1/dev/image-to-image,[],[],FALSE
rundiffusion-fal/juggernaut-flux/pro,fal.ai,Juggernaut Flux Pro,"Juggernaut Pro Flux by RunDiffusion is the flagship Juggernaut model rivaling some of the most advanced image models available, often surpassing them in realism. It combines Juggernaut Base with RunDiffusion Photo and features enhancements like reduced background blurriness.",text-to-image,active,https://storage.googleapis.com/falserverless/gallery/juggernaut-flux-pro.webp,https://fal.run/rundiffusion-fal/juggernaut-flux/pro,[],[],FALSE
rundiffusion-fal/juggernaut-flux/pro/image-to-image,fal.ai,Juggernaut Flux Pro,"Juggernaut Pro Flux by RunDiffusion is the flagship Juggernaut model rivaling some of the most advanced image models available, often surpassing them in realism. It combines Juggernaut Base with RunDiffusion Photo and features enhancements like reduced background blurriness.",image-to-image,active,https://storage.googleapis.com/falserverless/gallery/juggernaut-flux-pro.webp,https://fal.run/rundiffusion-fal/juggernaut-flux/pro/image-to-image,[],[],FALSE
fal-ai/flux/srpo,fal.ai,FLUX.1 SRPO [dev],FLUX.1 SRPO [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.,text-to-image,active,https://fal.media/files/lion/ZNXdbSzAuCKiNcAobhmuq_433a1adbd71044199027c873cac81298.jpg,https://fal.run/fal-ai/flux/srpo,[],[],FALSE
fal-ai/flux/srpo/image-to-image,fal.ai,FLUX.1 SRPO [dev],FLUX.1 SRPO [dev] is a 12 billion parameter flow transformer that generates high-quality images from text with incredible aesthetics. It is suitable for personal and commercial use.\n,image-to-image,active,https://fal.media/files/lion/h6ZndwWNcRsiobOzKCSmL_4ab6291336a74f78b4c90d9b42e97ab0.jpg,https://fal.run/fal-ai/flux/srpo/image-to-image,[],[],FALSE
